Dav st;Rac dat;Rac cas;Racst pp;Racst en;Racst zap;Dav st zav;Post id;Post opis;Post kol;Post em;Post em cena;Post vrednost;Post 9,5 % DDV;Post 22 % DDV;Post 8% pav;Post davki ostalo;Post oprosc;Post dob76a;Post neobd;Post poseb;Sprem nep st;Post opombe;
31900232;20190124;16:10:04;MB2;B1;1184;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190125;19:27:11;MB2;B1;1185;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190125;19:27:11;MB2;B1;1185;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190126;12:14:07;MB2;B1;1186;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190126;12:14:07;MB2;B1;1186;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190128;10:24:30;MB2;B1;1187;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190128;11:03:46;MB2;B1;1188;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190130;12:46:45;MB2;B1;1189;;;Žensko striženje z fen frizuro;1,00;;19,60;19,60;0,00;0,00;0,00;0,00;0,00;0,00;19,60;0,00;;;
31900232;20190201;14:45:09;MB2;B1;1190;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190201;14:45:09;MB2;B1;1190;;;Fen frizura;1,00;;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190201;16:13:05;MB2;B1;1191;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190201;16:13:05;MB2;B1;1191;;;Striženje – "fru-fru";1,00;;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;;;
31900232;20190201;18:06:55;MB2;B1;1192;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190201;18:06:55;MB2;B1;1192;;;Fen frizura;1,00;;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190204;09:45:17;MB2;B1;1193;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190204;18:36:43;MB2;B1;1194;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190205;13:22:07;MB2;B1;1195;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190206;18:24:34;MB2;B1;1196;;;Žensko striženje kratki las z fen frizuro;2,00;;16,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00;0,00;;;
31900232;20190206;18:24:34;MB2;B1;1196;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190207;09:52:27;MB2;B1;1197;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190209;10:54:42;MB2;B1;1198;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190209;10:54:42;MB2;B1;1198;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190211;11:43:11;MB2;B1;1199;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190213;10:39:05;MB2;B1;1200;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190213;11:03:52;MB2;B1;1201;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190213;18:02:16;MB2;B1;1202;;;Fen frizura;1,00;;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190213;18:02:16;MB2;B1;1202;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190214;13:38:51;MB2;B1;1203;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190214;14:15:02;MB2;B1;1204;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190215;18:11:49;MB2;B1;1205;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190215;19:15:09;MB2;B1;1206;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190218;17:11:00;MB2;B1;1207;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190218;18:08:28;MB2;B1;1208;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190219;09:22:55;MB2;B1;1209;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190220;09:45:23;MB2;B1;1210;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190220;18:58:53;MB2;B1;1211;;;Striženje – "fru-fru";1,00;;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;;;
31900232;20190221;09:07:39;MB2;B1;1212;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190221;10:44:03;MB2;B1;1213;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190222;09:47:33;MB2;B1;1214;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190222;12:27:54;MB2;B1;1215;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190223;09:10:06;MB2;B1;1216;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190223;09:10:06;MB2;B1;1216;;;Žensko striženje z fen frizuro;1,00;;19,60;19,60;0,00;0,00;0,00;0,00;0,00;0,00;19,60;0,00;;;
31900232;20190223;10:59:42;MB2;B1;1217;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190225;17:23:25;MB2;B1;1218;;;Moško striženje;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190225;17:23:25;MB2;B1;1218;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190227;18:12:55;MB2;B1;1219;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190301;09:50:39;MB2;B1;1220;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190301;11:22:09;MB2;B1;1221;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190301;11:22:09;MB2;B1;1221;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190301;17:12:50;MB2;B1;1222;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190302;09:11:00;MB2;B1;1223;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190302;09:11:00;MB2;B1;1223;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190302;10:18:46;MB2;B1;1224;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190304;17:19:16;MB2;B1;1225;;;Otroško striženje;2,00;;5,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190306;10:01:01;MB2;B1;1226;;;Fen frizura;1,00;;12,50;12,50;0,00;0,00;0,00;0,00;0,00;0,00;12,50;0,00;;;
31900232;20190306;18:47:34;MB2;B1;1227;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190307;17:23:01;MB2;B1;1228;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190308;17:09:37;MB2;B1;1229;;;Otroško striženje;2,00;;5,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190308;17:09:37;MB2;B1;1229;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190309;07:47:53;MB2;B1;1230;;;Žensko striženje kratki las z fen frizuro;2,00;;16,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00;0,00;;;
31900232;20190309;09:11:10;MB2;B1;1231;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190311;16:43:26;MB2;B1;1232;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190312;11:36:12;MB2;B1;1233;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190312;11:36:12;MB2;B1;1233;;;Fen frizura;1,00;;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190312;15:24:37;MB2;B1;1234;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190314;18:21:12;MB2;B1;1235;;;Dodatna tuba barve;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190314;18:21:12;MB2;B1;1235;;;Žensko striženje z fen frizuro;1,00;;19,60;19,60;0,00;0,00;0,00;0,00;0,00;0,00;19,60;0,00;;;
31900232;20190315;10:33:08;MB2;B1;1236;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190315;12:16:07;MB2;B1;1237;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190316;11:31:37;MB2;B1;1238;;;Fen frizura;1,00;;12,50;12,50;0,00;0,00;0,00;0,00;0,00;0,00;12,50;0,00;;;
31900232;20190320;15:00:04;MB2;B1;1239;;;Najstniško striženje;3,00;;7,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;;;
31900232;20190320;18:17:54;MB2;B1;1240;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190320;18:17:54;MB2;B1;1240;;;Fen frizura;1,00;;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190320;18:18:11;MB2;B1;1241;;;Fen frizura;1,00;;12,50;12,50;0,00;0,00;0,00;0,00;0,00;0,00;12,50;0,00;;;
31900232;20190320;19:48:17;MB2;B1;1242;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190320;19:48:17;MB2;B1;1242;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190322;16:07:21;MB2;B1;1243;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190323;10:51:50;MB2;B1;1244;;;Fen frizura;2,00;;12,50;25,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;;;
31900232;20190328;09:47:02;MB2;B1;1245;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190328;17:57:05;MB2;B1;1246;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190329;10:35:14;MB2;B1;1247;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190329;17:10:15;MB2;B1;1248;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190329;17:10:15;MB2;B1;1248;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190330;08:27:07;MB2;B1;1249;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190403;11:49:31;MB2;B1;1250;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190403;11:49:31;MB2;B1;1250;;;Fen frizura;1,00;;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190404;16:52:16;MB2;B1;1251;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190405;17:34:20;MB2;B1;1252;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190406;12:55:46;MB2;B1;1253;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190406;12:55:46;MB2;B1;1253;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190408;19:40:11;MB2;B1;1254;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190408;19:40:11;MB2;B1;1254;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190409;15:56:47;MB2;B1;1255;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190409;17:12:42;MB2;B1;1256;;;Žensko striženje kratki las z fen frizuro;2,00;;16,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00;0,00;;;
31900232;20190410;09:15:52;MB2;B1;1257;;;Najstniško striženje;2,00;;7,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;;;
31900232;20190410;09:49:42;MB2;B1;1258;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190410;12:01:09;MB2;B1;1259;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190410;18:23:06;MB2;B1;1260;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190410;18:23:06;MB2;B1;1260;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190410;18:23:06;MB2;B1;1260;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190411;09:17:59;MB2;B1;1261;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190412;18:15:31;MB2;B1;1262;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190412;18:15:31;MB2;B1;1262;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190412;18:15:31;MB2;B1;1262;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190413;11:26:08;MB2;B1;1263;;;Žensko striženje z fen frizuro;1,00;;19,60;19,60;0,00;0,00;0,00;0,00;0,00;0,00;19,60;0,00;;;
31900232;20190415;10:31:32;MB2;B1;1264;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190415;10:31:32;MB2;B1;1264;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190415;17:13:45;MB2;B1;1265;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190416;18:34:07;MB2;B1;1266;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190416;18:34:07;MB2;B1;1266;;;Barvanje;1,00;;22,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;;;
31900232;20190417;08:25:15;MB2;B1;1267;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190417;10:10:56;MB2;B1;1268;;;Otroško striženje;1,00;;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;;;
31900232;20190418;09:45:13;MB2;B1;1269;;;Fen - akcija;1,00;;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;;;
31900232;20190418;17:59:51;MB2;B1;1270;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190418;17:59:51;MB2;B1;1270;;;Fen frizura;1,00;;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190423;10:48:07;MB2;B1;1271;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190424;12:12:17;MB2;B1;1272;;;Žensko striženje kratki las z fen frizuro;1,00;;12,80;12,80;0,00;0,00;0,00;0,00;0,00;0,00;12,80;0,00;;;
31900232;20190424;12:12:17;MB2;B1;1272;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190424;13:55:16;MB2;B1;1273;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190424;18:42:11;MB2;B1;1274;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190425;10:49:26;MB2;B1;1275;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190425;10:49:26;MB2;B1;1275;;;Barvanje narastka;1,00;;17,40;17,40;0,00;0,00;0,00;0,00;0,00;0,00;17,40;0,00;;;
31900232;20190425;20:43:56;MB2;B1;1276;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190426;12:49:33;MB2;B1;1277;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190426;17:13:03;MB2;B1;1278;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190426;18:29:08;MB2;B1;1279;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190426;18:29:08;MB2;B1;1279;;;Fen frizura;1,00;;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190430;12:28:18;MB2;B1;1280;;;Žensko striženje kratki las z fen frizuro;3,00;;16,00;48,00;0,00;0,00;0,00;0,00;0,00;0,00;48,00;0,00;;;
31900232;20190430;18:17:30;MB2;B1;1281;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190506;10:39:38;MB2;B1;1282;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190506;10:39:38;MB2;B1;1282;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
31900232;20190507;17:49:42;MB2;B1;1283;;;Fen frizura;1,00;;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;;;
31900232;20190508;08:54:59;MB2;B1;1284;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190508;10:14:25;MB2;B1;1285;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190508;18:24:42;MB2;B1;1286;;;Žensko striženje kratki las z fen frizuro;1,00;;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;;;
31900232;20190508;18:24:42;MB2;B1;1286;;;Najstniško striženje;1,00;;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;;;
